,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
10,Majutsushi Orphen Hagure Tabi Season 4,魔術士オーフェンはぐれ旅 聖域編,6.04,"WOWOW, Bushiroad, BS Fuji, Nippon Television Network, Yomiuri TV Enterprise, TO Books, NetEase, MediaNet Pictures, Bandai Namco Music Live",TV,Completed,12,23 Menit,"Apr 12, 2023",Studio Deen,"Action, Adventure, Drama, Fantasy, Martial Arts"
11,Mashle,マッシュル-MASHLE-,7.57,"Aniplex, Asatsu DK, Shueisha, INSPION Edge",TV,Completed,12,23 Min.,"Apr 08, 2023",A-1 Pictures,"Action, Comedy, Fantasy, Parody, School, Shounen"
12,Isekai de Cheat Skill wo Te ni Shita Ore wa,異世界でチート能力を手にした俺は、現実世界をも無双する ～レベルアップは人生を変えた～,6.36,"TMS Entertainment, Tokyo MX, BS11, Kadokawa, CTW",TV,Completed,13,24 Menit,"Apr 04, 2023",Millepensee,"Action, Adventure, Fantasy, Isekai, School"
13,World Dai Star,ワールドダイスター,7.32,"Studio Hibari, Lantis, Good Smile Company, Egg Firm, Hawkeye, GREE Entertainment, Bandai Namco Filmworks, Bandai Namco Music Live, Daito Giken",TV,Completed,12,23 Menit,"Apr 09, 2023",Lerche,Performing Arts
14,Kanojo ga Koushaku-tei ni Itta Riyuu,彼女が公爵邸に行った理由,7.5,"Frontier Works, Lantis, Glovision, Kadokawa",TV,Completed,12,23 Menit,"Apr 10, 2023",Typhoon Graphics,"Fantasy, Isekai, Reincarnation, Romance"
15,Jijou wo Shiranai Tenkousei ga Guigui Kuru,事情を知らない転校生がグイグイくる。,7.54,"Pierrot, Sony Pictures Entertainment, Square Enix, Animax, Nippon Columbia, BS Fuji, Crunchyroll, Yomiuri TV Enterprise, Jinnan Studio",TV,Completed,13,23 Menit,"Apr 02, 2023",Studio Signpost,"Comedy, Romance, School, Shounen"
16,Otonari ni Ginga,おとなりに銀河,7.13,"Kodansha, KlockWorx, King Records, Crunchyroll",TV,Completed,12,24 Menit,"Apr 09, 2023",Asahi Production,"Childcare, Comedy, Otaku Culture, Romance, Seinen, Supernatural"
17,Isekai Shoukan wa Nidome desu,異世界召喚は二度目です,5.67,"Futabasha, BS11, ABC Animation, Jinnan Studio, Bushiroad Move, Crest",TV,Completed,12,23 Menit,"Apr 09, 2023",Studio Elle,"Adventure, Comedy, Fantasy, Harem, Isekai, Romance"
18,Yamada-kun to Lv999 no Koi wo Suru,山田くんとLv999の恋をする,7.85,"Aniplex, Egg Firm",TV,Completed,13,23 Menit,"Apr 2, 2023",Madhouse,"Romance, Video Game"
19,Tengoku Daimakyou,天国大魔境,8.23,"Disney Platform Distribution, Avex Pictures",TV,Completed,13,24 Menit,"Apr 01, 2023",Production I.G,"Adventure, Mystery, Sci-Fi, Seinen, Survival"
20,Mahou Shoujo Magical Destroyers,魔法少女マジカルデストロイヤーズ,6.37,"Mainichi Broadcasting System, King Records, Bit grooove promotion, Sankyo",TV,Completed,12,23 Menit,"Apr 08, 2023",Bibury Animation Studios,"Action, Fantasy, Mahou Shoujo, Otaku Culture"
21,Tonikaku Kawaii Season 2,トニカクカワイイ,7.59,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan",TV,Completed,12,23 Menit,"Apr 08, 2023",Seven Arcs,"Comedy, Romance, Shounen"
22,Birdie Wing: Golf Girls' Story Season 2,BIRDIE WING -Golf Girls’ Story- Season 2,7.66,V Tokyo,TV,Completed,12,23 Menit,"Apr 08, 2023",Bandai Namco Pictures,Sports
23,Rokudou no Onna-tachi,六道の悪女〈おんな〉たち,6.43,"Mainichi Broadcasting System, NBCUniversal Entertainment Japan, Akita Shoten, Crunchyroll, Live Viewing Japan, MAGNET, Mixer, BS Asahi, HIAN",TV,Completed,12,23 Menit,"Apr 08, 2023",Satelight,"Comedy, Harem, Romance, School, Shounen"
24,Megami no Cafe Terrace,女神のカフェテラス,6.92,"Mainichi Broadcasting System, Half HP Studio",TV,Completed,12,23 Menit,"Apr 08, 2023",Tezuka Productions,"Comedy,  , Harem, Romance, Shounen"
